item_id,interaction_count,cohort,item_idx
3762,3,excluded_rated,
3763,701,old_train,2279
3764,245,old_train,2280
3765,46,excluded_rated,
3766,191,new,2281
3767,104,new,2282
3768,81,new,2283
3769,190,new,2284
3770,338,old_train,2285
3771,151,new,2286
3772,3,excluded_rated,
3773,171,new,2287
3774,64,new,2288
3775,20,excluded_rated,
3776,24,excluded_rated,
3777,11,excluded_rated,
3778,6,excluded_rated,
3779,1,excluded_rated,
3780,41,excluded_rated,
3781,29,excluded_rated,
3782,44,excluded_rated,
3783,235,old_train,2289
3784,165,new,2290
3785,613,old_train,2291
3786,184,new,2292
3787,63,new,2293
3788,246,old_train,2294
3789,156,new,2295
3790,51,excluded_rated,
3791,435,old_train,2296
3792,72,new,2297
3793,1511,old_train,2298
3794,121,new,2299
3795,66,new,2300
3796,13,excluded_rated,
3797,29,excluded_rated,
3798,463,old_train,2301
3799,100,new,2302
3800,3,excluded_rated,
3801,199,new,2303
3802,304,old_train,2304
3803,9,excluded_rated,
3804,43,excluded_rated,
3805,34,excluded_rated,
3806,58,excluded_rated,
3807,106,new,2305
3808,44,excluded_rated,
3809,817,old_train,2306
3810,83,new,2307
3811,360,old_train,2308
3812,285,old_train,2309
3813,83,new,2310
3814,219,old_train,2311
3816,38,excluded_rated,
3817,16,excluded_rated,
3818,7,excluded_rated,
3819,245,old_train,2312
3820,37,excluded_rated,
3821,248,old_train,2313
3822,70,new,2314
3823,66,new,2315
3824,117,new,2316
3825,201,old_train,2317
3826,405,old_train,2318
3827,478,old_train,2319
3828,2,excluded_rated,
3829,0,unrated,
3830,25,excluded_rated,
3831,186,new,2320
3832,21,excluded_rated,
3833,56,excluded_rated,
3834,176,new,2321
3835,178,new,2322
3836,375,old_train,2323
3837,89,new,2324
3838,42,excluded_rated,
3839,47,excluded_rated,
3840,112,new,2325
3841,306,old_validation,2326
3842,1,excluded_rated,
3843,30,excluded_rated,
3844,408,old_train,2327
3845,28,excluded_rated,
3846,138,new,2328
3847,25,excluded_rated,
3848,20,excluded_rated,
3849,43,excluded_rated,
3850,13,excluded_rated,
3851,40,excluded_rated,
3852,208,old_train,2329
3853,13,excluded_rated,
3854,20,excluded_rated,
3855,39,excluded_rated,
3856,0,unrated,
3857,60,excluded_rated,
3858,69,new,2330
3859,82,new,2331
3860,16,excluded_rated,
3861,241,old_validation,2332
3862,20,excluded_rated,
3863,658,old_train,2333
3864,143,new,2334
3865,147,new,2335
3866,6,excluded_rated,
3867,12,excluded_rated,
3868,692,old_train,2336
3869,431,old_train,2337
3870,49,excluded_rated,
3871,305,old_train,2338
3872,102,new,2339
3873,280,old_train,2340
3874,24,excluded_rated,
3875,5,excluded_rated,
3876,4,excluded_rated,
3877,182,new,2341
3878,12,excluded_rated,
3879,144,new,2342
3880,18,excluded_rated,
3881,1,excluded_rated,
3882,234,old_validation,2343
3883,15,excluded_rated,
3884,40,excluded_rated,
3885,26,excluded_rated,
3886,40,excluded_rated,
3887,4,excluded_rated,
3888,2,excluded_rated,
3889,135,new,2344
3890,1,excluded_rated,
3891,7,excluded_rated,
3892,10,excluded_rated,
3893,559,old_train,2345
3894,21,excluded_rated,
3895,94,new,2346
3896,179,new,2347
3897,994,old_train,2348
3898,45,excluded_rated,
3899,3,excluded_rated,
3900,33,excluded_rated,
3901,106,new,2349
3902,24,excluded_rated,
3903,52,excluded_rated,
3904,1,excluded_rated,
3905,8,excluded_rated,
3906,32,excluded_rated,
3907,0,unrated,
3908,92,new,2350
3909,69,new,2351
3910,200,excluded_rated,
3911,657,old_train,2352
3912,40,excluded_rated,
3913,32,excluded_rated,
3914,70,new,2353
3915,127,new,2354
3916,437,old_train,2355
3917,279,old_train,2356
3918,167,new,2357
3919,87,new,2358
3920,66,new,2359
3921,47,excluded_rated,
3922,39,excluded_rated,
3923,104,new,2360
3924,26,excluded_rated,
3925,124,new,2361
3926,180,new,2362
3927,348,old_validation,2363
3928,206,old_validation,2364
3929,147,new,2365
3930,223,old_validation,2366
3931,27,excluded_rated,
3932,232,old_train,2367
3933,16,excluded_rated,
3934,28,excluded_rated,
3935,23,excluded_rated,
3936,112,new,2368
3937,135,new,2369
3938,27,excluded_rated,
3939,26,excluded_rated,
3940,15,excluded_rated,
3941,22,excluded_rated,
3942,28,excluded_rated,
3943,96,new,2370
3944,9,excluded_rated,
3945,43,excluded_rated,
3946,100,new,2371
3947,55,excluded_rated,
3948,862,old_train,2372
3949,304,old_train,2373
3950,54,excluded_rated,
3951,40,excluded_rated,
3952,388,old_train,2374
